db.name,sys.name
RPS22A,YJL190C
RPS14B,YJL191W
SOP4,YJL192C
YJL193W,YJL193W
ELO1,YJL196C
UBP12,YJL197W
PHO90,YJL198W
YJL199C,YJL199C
ACO2,YJL200C
ECM25,YJL201W
RCY1,YJL204C
YJL206C,YJL206C
LAA1,YJL207C
NUC1,YJL208C
CBP1,YJL209W
PEX2,YJL210W
YJL211C,YJL211C
OPT1,YJL212C
YJL213W,YJL213W
HXT8,YJL214W
YJL215C,YJL215C
YJL216C,YJL216C
REE1,YJL217W
YJL218W,YJL218W
AVT1,YJR001W
YJR003C,YJR003C
SAG1,YJR004C
APL1,YJR005W
YJR008W,YJR008W
TDH2,YJR009C
SPC1,YJR010C-A
MET3,YJR010W
YJR011C,YJR011C
TMA22,YJR014W
YJR015W,YJR015W
YJR018W,YJR018W
TES1,YJR019C
YJR020W,YJR020W
REC107,YJR021C
MDE1,YJR024C
BNA1,YJR025C
YJR026W,YJR026W
YJR030C,YJR030C
GEA1,YJR031C
CPR7,YJR032W
RAV1,YJR033C
PET191,YJR034W
RAD26,YJR035W
HUL4,YJR036C
YJR037W,YJR037W
YJR038C,YJR038C
YJR039W,YJR039W
GEF1,YJR040W
POL32,YJR043C
VPS55,YJR044C
ANB1,YJR047C
CYC1,YJR048W
UTR1,YJR049C
ISY1,YJR050W
OSM1,YJR051W
RAD7,YJR052W
BFA1,YJR053W
YJR054W,YJR054W
HIT1,YJR055W
YJR056C,YJR056C
APS2,YJR058C
PTK2,YJR059W
CBF1,YJR060W
YJR061W,YJR061W
NTA1,YJR062C
RPA12,YJR063W
TOR1,YJR066W
HAM1,YJR069C
LIA1,YJR070C
OPI3,YJR073C
MOG1,YJR074W
HOC1,YJR075W
MIR1,YJR077C
BNA2,YJR078W
YJR079W,YJR079W
EAF6,YJR082C
ACF4,YJR083C
YJR087W,YJR087W
YJR088C,YJR088C
GRR1,YJR090C
JSN1,YJR091C
BUD4,YJR092W
IME1,YJR094C
RPL43B,YJR094W-A
SFC1,YJR095W
YJR096W,YJR096W
JJJ3,YJR097W
YJR098C,YJR098C
YUH1,YJR099W
AIM25,YJR100C
VPS25,YJR102C
URA8,YJR103W
SOD1,YJR104C
ADO1,YJR105W
ECM27,YJR106W
YJR107W,YJR107W
ABM1,YJR108W
CPA2,YJR109C
YMR1,YJR110W
YJR111C,YJR111C
RSM7,YJR113C
YJR115W,YJR115W
YJR116W,YJR116W
STE24,YJR117W
ILM1,YJR118C
JHD2,YJR119C
YJR120W,YJR120W
ATP2,YJR121W
IBA57,YJR122W
YJR124C,YJR124C
ENT3,YJR125C
VPS70,YJR126C
RSF2,YJR127C
YJR128W,YJR128W
YJR129C,YJR129C
STR2,YJR130C
MNS1,YJR131W
XPT1,YJR133W
SGM1,YJR134C
MCM22,YJR135C
HOM6,YJR139C
HIR3,YJR140C
YJR142W,YJR142W
MGM101,YJR144W
RPS4A,YJR145C
YJR146W,YJR146W
HMS2,YJR147W
BAT2,YJR148W
YJR149W,YJR149W
DAN1,YJR150C
DAL5,YJR152W
PGU1,YJR153W
YJR154W,YJR154W
MET14,YKL001C
DID4,YKL002W
MRP17,YKL003C
BYE1,YKL005C
RPL14A,YKL006W
CAP1,YKL007W
LAC1,YKL008C
MRT4,YKL009W
UFD4,YKL010C
CCE1,YKL011C
PUT3,YKL015W
ATP7,YKL016C
HCS1,YKL017C
SPT23,YKL020C
YKL023W,YKL023W
PAN3,YKL025C
GPX1,YKL026C
YKL027W,YKL027W
MAE1,YKL029C
YKL030W,YKL030W
YKL031W,YKL031W
IXR1,YKL032C
TUL1,YKL034W
UGP1,YKL035W
AIM26,YKL037W
RGT1,YKL038W
PTM1,YKL039W
NFU1,YKL040C
VPS24,YKL041W
PHD1,YKL043W
YKL044W,YKL044W
DCW1,YKL046C
YKL047W,YKL047W
ELM1,YKL048C
YKL050C,YKL050C
SFK1,YKL051W
MDM35,YKL053C-A
YKL053W,YKL053W
DEF1,YKL054C
OAR1,YKL055C
TMA19,YKL056C
NUP120,YKL057C
YKL061W,YKL061W
MSN4,YKL062W
YKL063C,YKL063C
MNR2,YKL064W
YET1,YKL065C
YKL066W,YKL066W
YNK1,YKL067W
NUP100,YKL068W
YKL069W,YKL069W
YKL070W,YKL070W
YKL071W,YKL071W
STB6,YKL072W
LHS1,YKL073W
MUD2,YKL074C
YKL075C,YKL075C
YKL076C,YKL076C
YKL077W,YKL077W
SMY1,YKL079W
VMA5,YKL080W
TEF4,YKL081W
HOT13,YKL084W
MDH1,YKL085W
SRX1,YKL086W
CYT2,YKL087C
CUE2,YKL090W
YKL091C,YKL091C
BUD2,YKL092C
MBR1,YKL093W
YJU3,YKL094W
CWP1,YKL096W
CWP2,YKL096W-A
YKL097C,YKL097C
MTC2,YKL098W
YKL100C,YKL100C
HSL1,YKL101W
YKL102C,YKL102C
YKL105C,YKL105C
AAT1,YKL106W
YKL107W,YKL107W
HAP4,YKL109W
KTI12,YKL110C
RAD27,YKL113C
APN1,YKL114C
YKL115C,YKL115C
PRR1,YKL116C
SBA1,YKL117W
YKL118W,YKL118W
VPH2,YKL119C
OAC1,YKL120W
DGR2,YKL121W
YKL123W,YKL123W
SSH4,YKL124W
YPK1,YKL126W
PGM1,YKL127W
PMU1,YKL128C
MYO3,YKL129C
SHE2,YKL130C
YKL131W,YKL131W
RMA1,YKL132C
YKL133C,YKL133C
APL2,YKL135C
YKL136W,YKL136W
CMC1,YKL137W
MRPL31,YKL138C
CTK1,YKL139W
TGL1,YKL140W
MRP8,YKL142W
LTV1,YKL143W
AVT3,YKL146W
SDH1,YKL148C
DBR1,YKL149C
MCR1,YKL150W
YKL151C,YKL151C
RSM22,YKL155C
RPS27A,YKL156W
APE2,YKL157W
RCN1,YKL159C
ELF1,YKL160W
YKL161C,YKL161C
YKL162C,YKL162C
PIR3,YKL163W
PIR1,YKL164C
TPK3,YKL166C
MRP49,YKL167C
KKQ8,YKL168C
YKL169C,YKL169C
MRPL38,YKL170W
RPL38,YKL170W
YKL171W,YKL171W
TPO5,YKL174C
ZRT3,YKL175W
LST4,YKL176C
YKL177W,YKL177W
STE3,YKL178C
COY1,YKL179C
LOT5,YKL183W
SPE1,YKL184W
ASH1,YKL185W
YKL187C,YKL187C
PXA2,YKL188C
CNB1,YKL190W
DPH2,YKL191W
MST1,YKL194C
PEX1,YKL197C
PTK1,YKL198C
MNN4,YKL201C
YKL202W,YKL202W
EAP1,YKL204W
LOS1,YKL205W
ADD66,YKL206C
CBT1,YKL208W
TRP3,YKL211C
SAC1,YKL212W
DOA1,YKL213C
YRA2,YKL214C
YKL215C,YKL215C
URA1,YKL216W
JEN1,YKL217W
SRY1,YKL218C
FRE2,YKL220C
MCH2,YKL221W
YKL222C,YKL222C
VPS1,YKR001C
OSH6,YKR003W
YKR005C,YKR005C
MRPL13,YKR006C
MEH1,YKR007W
FOX2,YKR009C
TOF2,YKR010C
YKR011C,YKR011C
YKR012C,YKR012C
PRY2,YKR013W
YPT52,YKR014C
YKR015C,YKR015C
YKR017C,YKR017C
YKR018C,YKR018C
IRS4,YKR019C
VPS51,YKR020W
ALY1,YKR021W
YKR023W,YKR023W
DBP7,YKR024C
GCN3,YKR026C
BCH2,YKR027W
SAP190,YKR028W
SET3,YKR029C
GMH1,YKR030W
SPO14,YKR031C
YKR032W,YKR032W
YKR033C,YKR033C
DAL80,YKR034W
YKR035C,YKR035C
DID2,YKR035W-A
CAF4,YKR036C
GAP1,YKR039W
YKR040C,YKR040C
YKR041W,YKR041W
UTH1,YKR042W
YKR043C,YKR043C
UIP5,YKR044W
YKR045C,YKR045C
PET10,YKR046C
YKR047W,YKR047W
NAP1,YKR048C
FMP46,YKR049C
TRK2,YKR050W
YKR051W,YKR051W
MRS4,YKR052C
YSR3,YKR053C
DYN1,YKR054C
RHO4,YKR055W
TRM2,YKR056W
RPS21A,YKR057W
GLG1,YKR058W
TIF1,YKR059W
UTP30,YKR060W
KTR2,YKR061W
OAF3,YKR064W
PAM17,YKR065C
CCP1,YKR066C
GPT2,YKR067W
MET1,YKR069W
YKR070W,YKR070W
SIS2,YKR072C
YKR073C,YKR073C
AIM29,YKR074W
YKR075C,YKR075C
ECM4,YKR076W
MSA2,YKR077W
YKR078W,YKR078W
MTD1,YKR080W
NUP133,YKR082W
HBS1,YKR084C
MRPL20,YKR085C
OMA1,YKR087C
TVP38,YKR088C
TGL4,YKR089C
PXL1,YKR090W
SRL3,YKR091W
SRP40,YKR092C
PTR2,YKR093W
RPL40B,YKR094C
MLP1,YKR095W
YKR096W,YKR096W
PCK1,YKR097W
UBP11,YKR098C
BAS1,YKR099W
SKG1,YKR100C
SIR1,YKR101W
FLO10,YKR102W
NFT1,YKR103W
YKR104W,YKR104W
VBA5,YKR105C
YKR106W,YKR106W
DNM1,YLL001W
RTT109,YLL002W
SPO75,YLL005C
MMM1,YLL006W
YLL007C,YLL007C
COX17,YLL009C
PSR1,YLL010C
YEH1,YLL012W
PUF3,YLL013C
YLL014W,YLL014W
BPT1,YLL015W
SDC25,YLL016W
YLL017W,YLL017W
COX19,YLL018C-A
KNS1,YLL019C
YLL020C,YLL020C
SPA2,YLL021W
YLL023C,YLL023C
SSA2,YLL024C
PAU17,YLL025W
HSP104,YLL026W
ISA1,YLL027W
TPO1,YLL028W
FRA1,YLL029W
YLL030C,YLL030C
YLL032C,YLL032C
IRC19,YLL033W
ENT4,YLL038C
UBI4,YLL039C
VPS13,YLL040C
SDH2,YLL041C
ATG10,YLL042C
FPS1,YLL043W
YLL044W,YLL044W
RPL8B,YLL045C
RNP1,YLL046C
YLL047W,YLL047W
YBT1,YLL048C
LDB18,YLL049W
FRE6,YLL051C
AQY2,YLL052C
YLL053C,YLL053C
YLL054C,YLL054C
YCT1,YLL055W
YLL056C,YLL056C
JLP1,YLL057C
YLL058W,YLL058W
YLL059C,YLL059C
GTT2,YLL060C
MMP1,YLL061W
MHT1,YLL062C
AYT1,YLL063C
YLR001C,YLR001C
CMS1,YLR003C
THI73,YLR004C
SSK1,YLR006C
LOT6,YLR011W
YLR012C,YLR012C
GAT3,YLR013W
PPR1,YLR014C
BRE2,YLR015W
PML1,YLR016C
MEU1,YLR017W
POM34,YLR018C
PSR2,YLR019W
YEH2,YLR020C
IRC25,YLR021W
IZH3,YLR023C
UBR2,YLR024C
SNF7,YLR025W
AAT2,YLR027C
ADE16,YLR028C
YLR030W,YLR030W
YLR031W,YLR031W
RAD5,YLR032W
SMF3,YLR034C
MLH2,YLR035C
YLR036C,YLR036C
COX12,YLR038C
RIC1,YLR039C
YLR040C,YLR040C
YLR041W,YLR041W
YLR042C,YLR042C
TRX1,YLR043C
PDC1,YLR044C
FRE8,YLR047C
RPS0B,YLR048W
YLR049C,YLR049C
YLR050C,YLR050C
IES3,YLR052W
YLR053C,YLR053C
OSW2,YLR054C
SPT8,YLR055C
ERG3,YLR056W
YLR057W,YLR057W
SHM2,YLR058C
REX2,YLR059C
RPL22A,YLR061W
BUD28,YLR062C
YLR063W,YLR063W
YLR064W,YLR064W
YLR065C,YLR065C
PET309,YLR067C
FYV7,YLR068W
MEF1,YLR069C
XYL2,YLR070C
YLR072W,YLR072W
YLR073C,YLR073C
BUD20,YLR074C
FMP25,YLR077W
SIC1,YLR079W
EMP46,YLR080W
GAL2,YLR081W
SRL2,YLR082C
EMP70,YLR083C
RAX2,YLR084C
ARP6,YLR085C
CSF1,YLR087C
ALT1,YLR089C
XDJ1,YLR090W
YLR091W,YLR091W
SUL2,YLR092W
NYV1,YLR093C
GIS3,YLR094C
IOC2,YLR095C
KIN2,YLR096W
HRT3,YLR097C
CHA4,YLR098C
ICT1,YLR099C
APC9,YLR102C
YLR104W,YLR104W
REX3,YLR107W
YLR108C,YLR108C
AHP1,YLR109W
CCW12,YLR110C
YLR111W,YLR111W
YLR112W,YLR112W
HOG1,YLR113W
AVL9,YLR114C
YLR118C,YLR118C
SRN2,YLR119W
YPS1,YLR120C
YPS3,YLR121C
YLR122C,YLR122C
YLR123C,YLR123C
YLR124W,YLR124W
YLR125W,YLR125W
YLR126C,YLR126C
DCN1,YLR128W
ZRT2,YLR130C
ACE2,YLR131C
CKI1,YLR133W
PDC5,YLR134W
SLX4,YLR135W
TIS11,YLR136C
YLR137W,YLR137W
NHA1,YLR138W
SLS1,YLR139C
PUT1,YLR142W
YLR143W,YLR143W
ACF2,YLR144C
SPE4,YLR146C
PEP3,YLR148W
YLR149C,YLR149C
STM1,YLR150W
PCD1,YLR151C
YLR152C,YLR152C
RNH203,YLR154C
YLR164W,YLR164W
PUS5,YLR165C
YLR169W,YLR169W
APS1,YLR170C
YLR171W,YLR171W
DPH5,YLR172C
YLR173W,YLR173W
IDP2,YLR174W
RFX1,YLR176C
YLR177W,YLR177W
TFS1,YLR178C
YLR179C,YLR179C
SAM1,YLR180W
VTA1,YLR181C
SWI6,YLR182W
TOS4,YLR183C
YLR184W,YLR184W
RPL37A,YLR185W
SKG3,YLR187W
MDL1,YLR188W
ATG26,YLR189C
MMR1,YLR190W
PEX13,YLR191W
HCR1,YLR192C
UPS1,YLR193C
YLR194C,YLR194C
PBA1,YLR199C
YKE2,YLR200W
COQ9,YLR201C
YLR202C,YLR202C
MSS51,YLR203C
QRI5,YLR204W
HMX1,YLR205C
ENT2,YLR206W
HRD3,YLR207W
PNP1,YLR209C
CLB4,YLR210W
YLR211C,YLR211C
CRR1,YLR213C
FRE1,YLR214W
CPR6,YLR216C
YLR217W,YLR217W
YLR218C,YLR218C
MSC3,YLR219W
CCC1,YLR220W
RSA3,YLR221C
YLR224W,YLR224W
YLR225C,YLR225C
BUR2,YLR226W
ADY4,YLR227C
ECM22,YLR228C
BNA5,YLR231C
YLR232W,YLR232W
EST1,YLR233C
TOP3,YLR234W
YLR235C,YLR235C
YLR236C,YLR236C
THI7,YLR237W
FAR10,YLR238W
LIP2,YLR239C
VPS34,YLR240W
YLR241W,YLR241W
ARV1,YLR242C
MAP1,YLR244C
ERF2,YLR246W
IRC20,YLR247C
RCK2,YLR248W
SSP120,YLR250W
SYM1,YLR251W
YLR252W,YLR252W
YLR253W,YLR253W
NDL1,YLR254C
YLR255C,YLR255C
YLR257W,YLR257W
GSY2,YLR258W
LCB5,YLR260W
VPS63,YLR261C
YPT6,YLR262C
TMA7,YLR262C-A
RED1,YLR263W
RPS28B,YLR264W
NEJ1,YLR265C
PDR8,YLR266C
BOP2,YLR267W
SEC22,YLR268W
YLR269C,YLR269C
DCS1,YLR270W
YLR271W,YLR271W
PIG1,YLR273C
YLR278C,YLR278C
YLR279W,YLR279W
YLR280C,YLR280C
YLR281C,YLR281C
YLR282C,YLR282C
YLR283W,YLR283W
ECI1,YLR284C
NNT1,YLR285W
CTS1,YLR286C
YLR287C,YLR287C
RPS30A,YLR287C-A
MEC3,YLR288C
GUF1,YLR289W
YLR290C,YLR290C
SEC72,YLR292C
YLR294C,YLR294C
ATP14,YLR295C
YLR296W,YLR296W
YLR297W,YLR297W
ECM38,YLR299W
EXG1,YLR300W
MET17,YLR303W
ACO1,YLR304C
UBC12,YLR306W
CDA1,YLR307W
CDA2,YLR308W
IMH1,YLR309C
YLR311C,YLR311C
MRPL15,YLR312W-A
SPH1,YLR313C
NKP2,YLR315W
EST2,YLR318W
BUD6,YLR319C
MMS22,YLR320W
VPS65,YLR322W
PEX30,YLR324W
YLR326W,YLR326W
TMA10,YLR327C
NMA1,YLR328W
REC102,YLR329W
CHS5,YLR330W
YLR331C,YLR331C
MID2,YLR332W
RPS25B,YLR333C
YLR334C,YLR334C
NUP2,YLR335W
VRP1,YLR337C
YLR338W,YLR338W
SPO77,YLR341W
FKS1,YLR342W
GAS2,YLR343W
RPL26A,YLR344W
YLR345W,YLR345W
YLR346C,YLR346C
DIC1,YLR348C
YLR349W,YLR349W
ORM2,YLR350W
NIT3,YLR351C
YLR352W,YLR352W
BUD8,YLR353W
TAL1,YLR354C
YLR356W,YLR356W
RSC2,YLR357W
YLR358C,YLR358C
VPS38,YLR360W
DCR2,YLR361C
STE11,YLR362W
NMD4,YLR363C
GRX8,YLR364W
YLR365W,YLR365W
YLR366W,YLR366W
RPS22B,YLR367W
MDM30,YLR368W
SSQ1,YLR369W
ARC18,YLR370C
ROM2,YLR371W
VID22,YLR373C
YLR374C,YLR374C
STP3,YLR375W
PSY3,YLR376C
FBP1,YLR377C
CSR1,YLR380W
CTF3,YLR381W
NAM2,YLR382C
IKI3,YLR384C
SWC7,YLR385C
VAC14,YLR386W
REH1,YLR387C
RPS29A,YLR388W
STE23,YLR389C
ECM19,YLR390W
CCW14,YLR390W-A
YLR392C,YLR392C
ATP10,YLR393W
CST9,YLR394W
COX8,YLR395C
VPS33,YLR396C
SKI2,YLR398C
BDF1,YLR399C
YLR400W,YLR400W
DUS3,YLR401C
YLR402W,YLR402W
SFP1,YLR403W
FLD1,YLR404W
DUS4,YLR405W
RPL31B,YLR406C
YLR407W,YLR407W
YLR408C,YLR408C
VIP1,YLR410W
BER1,YLR412W
YLR413W,YLR413W
YLR414C,YLR414C
YLR415C,YLR415C
YLR416C,YLR416C
VPS36,YLR417W
CDC73,YLR418C
URA4,YLR420W
RPN13,YLR421C
YLR422W,YLR422W
ATG17,YLR423C
TUS1,YLR425W
YLR426W,YLR426W
MAG2,YLR427W
YLR428C,YLR428C
CRN1,YLR429W
ATG23,YLR431C
IMD3,YLR432W
CNA1,YLR433C
YLR434C,YLR434C
TSR2,YLR435W
ECM30,YLR436C
DIF1,YLR437C
CAR2,YLR438W
MRPL4,YLR439W
RPS1A,YLR441C
SIR3,YLR442C
ECM7,YLR443W
YLR444C,YLR444C
YLR445W,YLR445W
YLR446W,YLR446W
VMA6,YLR447C
RPL6B,YLR448W
FPR4,YLR449W
HMG2,YLR450W
LEU3,YLR451W
SST2,YLR452C
RIF2,YLR453C
FMP27,YLR454W
YLR455W,YLR455W
YLR456W,YLR456W
YLR460C,YLR460C
PAU4,YLR461W
YPT7,YML001W
YML002W,YML002W
YML003W,YML003W
GLO1,YML004C
TRM12,YML005W
GIS4,YML006C
YAP1,YML007W
ERG6,YML008C
MRPL39,YML009C
RAD33,YML011C
ERV25,YML012W
UBX2,YML013W
TRM9,YML014W
PPZ1,YML016C
PSP2,YML017W
YML018C,YML018C
OST6,YML019W
YML020W,YML020W
UNG1,YML021C
APT1,YML022W
RPS17A,YML024W
RPS18B,YML026C
YOX1,YML027W
TSA1,YML028W
USA1,YML029W
RAD52,YML032C
SRC1,YML034W
AMD1,YML035C
CGI121,YML036W
YML037C,YML037C
YMD8,YML038C
VPS71,YML041C
CAT2,YML042W
PRM6,YML047C
GSF2,YML048W
AIM32,YML050W
GAL80,YML051W
SUR7,YML052W
YML053C,YML053C
CYB2,YML054C
SPC2,YML055W
IMD4,YML056C
CMP2,YML057W
SML1,YML058W
NTE1,YML059C
OGG1,YML060W
PIF1,YML061C
MFT1,YML062C
RPS1B,YML063W
SMA2,YML066C
ERV41,YML067C
ITT1,YML068W
DAK1,YML070W
COG8,YML071C
TCB3,YML072C
RPL6A,YML073C
FPR3,YML074C
HMG1,YML075C
WAR1,YML076C
CPR3,YML078W
YML079W,YML079W
DUS1,YML080W
ATP18,YML081C-A
YML081W,YML081W
YML082W,YML082W
YML083C,YML083C
YML084W,YML084W
ALO1,YML086C
AIM33,YML087C
UFO1,YML088W
YML089C,YML089C
YML090W,YML090W
GIM5,YML094W
RAD10,YML095C
YML096W,YML096W
VPS9,YML097C
ARG81,YML099C
TSL1,YML100W
CUE4,YML101C
CAC2,YML102W
NUP188,YML103C
MDM1,YML104C
URA5,YML106W
PML39,YML107C
YML108W,YML108W
ZDS2,YML109W
COQ5,YML110C
BUL2,YML111W
CTK3,YML112W
DAT1,YML113W
VAN1,YML115C
ATR1,YML116W
NAB6,YML117W
NGL3,YML118W
YML119W,YML119W
NDI1,YML120C
GTR1,YML121W
YML122C,YML122C
PHO84,YML123C
TUB3,YML124C
MSC1,YML128C
COX14,YML129C
YML131W,YML131W
AIM34,YMR003W
MVP1,YMR004W
PLB2,YMR006C
YMR007W,YMR007W
PLB1,YMR008C
ADI1,YMR009W
YMR010W,YMR010W
HXT2,YMR011W
CLU1,YMR012W
BUD22,YMR014W
ERG5,YMR015C
SOK2,YMR016C
SPO20,YMR017W
YMR018W,YMR018W
STB4,YMR019W
FMS1,YMR020W
MAC1,YMR021C
UBC7,YMR022W
MSS1,YMR023C
MRPL3,YMR024W
CSI1,YMR025W
PEX12,YMR026C
YMR027W,YMR027W
FAR8,YMR029C
RSF1,YMR030W
YMR031C,YMR031C
HOF1,YMR032W
YMR034C,YMR034C
IMP2,YMR035W
MIH1,YMR036C
MSN2,YMR037C
CCS1,YMR038C
SUB1,YMR039C
YET2,YMR040W
ARA2,YMR041C
ARG80,YMR042W
IOC4,YMR044W
CSM3,YMR048W
FAR3,YMR052W
STB2,YMR053C
STV1,YMR054W
BUB2,YMR055C
AAC1,YMR056C
YMR057C,YMR057C
FET3,YMR058W
SAM37,YMR060C
RIM9,YMR063W
AEP1,YMR064W
KAR5,YMR065W
SOV1,YMR066W
UBX4,YMR067C
AVO2,YMR068W
NAT4,YMR069W
MOT3,YMR070W
TVP18,YMR071C
ABF2,YMR072W
IRC21,YMR073C
YMR074C,YMR074C
RCO1,YMR075W
VPS20,YMR077C
CTF18,YMR078C
NAM7,YMR080C
ISF1,YMR081C
YMR082C,YMR082C
ADH3,YMR083W
YMR084W,YMR084W
YMR085W,YMR085W
YMR086W,YMR086W
YMR087W,YMR087W
VBA1,YMR088C
YTA12,YMR089C
YMR090W,YMR090W
NPL6,YMR091C
AIP1,YMR092C
SNO1,YMR095C
SNZ1,YMR096W
MTG1,YMR097C
ATP25,YMR098C
YMR099C,YMR099C
MUB1,YMR100W
SRT1,YMR101C
YMR102C,YMR102C
YMR103C,YMR103C
YPK2,YMR104C
PGM2,YMR105C
YKU80,YMR106C
SPG4,YMR107W
MYO5,YMR109W
HFD1,YMR110C
YMR111C,YMR111C
YMR114C,YMR114C
MGR3,YMR115W
ASC1,YMR116C
YMR118C,YMR118C
ASI1,YMR119W
ADE17,YMR120C
RPL15B,YMR121C
YMR122C,YMR122C
PKR1,YMR123W
YMR124W,YMR124W
STO1,YMR125W
DLT1,YMR126C
SAS2,YMR127C
POM152,YMR129W
YMR130W,YMR130W
JLP2,YMR132C
REC114,YMR133W
GID8,YMR135C
GAT2,YMR136W
PSO2,YMR137C
CIN4,YMR138W
RIM11,YMR139W
SIP5,YMR140W
YMR141C,YMR141C
RPL13B,YMR142C
RPS16A,YMR143W
YMR144W,YMR144W
NDE1,YMR145C
YMR147W,YMR147W
YMR148W,YMR148W
IMP1,YMR150C
YIM2,YMR151W
YIM1,YMR152W
NUP53,YMR153W
RIM13,YMR154C
YMR155W,YMR155W
TPP1,YMR156C
MRPS8,YMR158W
ATG16,YMR159C
YMR160W,YMR160W
HLJ1,YMR161W
DNF3,YMR162C
INP2,YMR163C
MSS11,YMR164C
YMR166C,YMR166C
MLH1,YMR167W
ALD3,YMR169C
ALD2,YMR170C
EAR1,YMR171C
HOT1,YMR172W
DDR48,YMR173W
PAI3,YMR174C
SIP18,YMR175W
ECM5,YMR176W
MMT1,YMR177W
YMR178W,YMR178W
SPT21,YMR179W
CTL1,YMR180C
YMR181C,YMR181C
RGM1,YMR182C
SSO2,YMR183C
ADD37,YMR184W
YMR185W,YMR185W
HSC82,YMR186W
YMR187C,YMR187C
MRPS17,YMR188C
GCV2,YMR189W
SGS1,YMR190C
SPG5,YMR191W
GYL1,YMR192W
MRPL24,YMR193W
RPL36A,YMR194W
ICY1,YMR195W
YMR196W,YMR196W
CIK1,YMR198W
CLN1,YMR199W
RAD14,YMR201C
ERG2,YMR202W
INP1,YMR204C
PFK2,YMR205C
YMR206W,YMR206W
HFA1,YMR207C
YMR209C,YMR209C
YMR210W,YMR210W
SCJ1,YMR214W
GAS3,YMR215W
SKY1,YMR216C
ESC1,YMR219W
FSH2,YMR222C
UBP8,YMR223W
MRE11,YMR224C
MRPL44,YMR225C
MTF1,YMR228W
RPS10B,YMR230W
PEP5,YMR231W
FUS2,YMR232W
TRI1,YMR233W
RNH1,YMR234W
BCH1,YMR237W
DFG5,YMR238W
YHM2,YMR241W
RPL20A,YMR242C
ZRC1,YMR243C
YMR244W,YMR244W
YMR245W,YMR245W
FAA4,YMR246W
RKR1,YMR247C
GAD1,YMR250W
GTO3,YMR251W
HOR7,YMR251W-A
YMR252C,YMR252C
YMR253C,YMR253C
YMR254C,YMR254C
GFD1,YMR255W
COX7,YMR256C
PET111,YMR257C
YMR258C,YMR258C
YMR259C,YMR259C
TPS3,YMR261C
YMR262W,YMR262W
SAP30,YMR263W
CUE1,YMR264W
YMR265C,YMR265C
RSN1,YMR266W
PPA2,YMR267W
TMA23,YMR269W
URA10,YMR271C
SCS7,YMR272C
ZDS1,YMR273C
RCE1,YMR274C
BUL1,YMR275C
DSK2,YMR276W
YMR279C,YMR279C
CAT8,YMR280C
AEP2,YMR282C
RIT1,YMR283C
YKU70,YMR284W
NGL2,YMR285C
MRPL33,YMR286W
DSS1,YMR287C
ABZ2,YMR289W
YMR291W,YMR291W
GOT1,YMR292W
HER2,YMR293C
JNM1,YMR294W
YMR295C,YMR295C
PRC1,YMR297W
DYN3,YMR299C
ADE4,YMR300C
YME2,YMR302C
ADH2,YMR303C
UBP15,YMR304W
SCW10,YMR305C
FKS3,YMR306W
GAS1,YMR307W
YMR310C,YMR310C
GLC8,YMR311C
ELP6,YMR312W
TGL3,YMR313C
YMR315W,YMR315W
DIA1,YMR316W
YMR317W,YMR317W
ADH6,YMR318C
FET4,YMR319C
YMR320W,YMR320W
SNO4,YMR322C
YMR326C,YMR326C
DOM34,YNL001W
PET8,YNL003C
HRB1,YNL004W
MRP7,YNL005C
ASI3,YNL008C
IDP3,YNL009W
YNL010W,YNL010W
YNL011C,YNL011C
SPO1,YNL012W
YNL013C,YNL013C
HEF3,YNL014W
PBI2,YNL015W
PUB1,YNL016W
ARK1,YNL020C
HDA1,YNL021W
YNL022C,YNL022C
FAP1,YNL023C
YNL024C,YNL024C
SSN8,YNL025C
CRZ1,YNL027W
YNL028W,YNL028W
KTR5,YNL029C
HHF2,YNL030W
HHT2,YNL031C
SIW14,YNL032W
YNL034W,YNL034W
YNL035C,YNL035C
IDH1,YNL037C
YNL040W,YNL040W
COG6,YNL041C
BOP3,YNL042W
YNL043C,YNL043C
YIP3,YNL044W
LAP2,YNL045W
YNL046W,YNL046W
SLM2,YNL047C
SFB2,YNL049C
YNL050C,YNL050C
COG5,YNL051W
COX5A,YNL052W
MSG5,YNL053W
VAC7,YNL054W
POR1,YNL055C
OCA2,YNL056W
YNL057W,YNL057W
YNL058C,YNL058C
ARP5,YNL059C
MTQ1,YNL063W
YDJ1,YNL064C
AQR1,YNL065W
SUN4,YNL066W
RPL9B,YNL067W
FKH2,YNL068C
RPL16B,YNL069C
TOM7,YNL070W
LAT1,YNL071W
RNH201,YNL072W
MSK1,YNL073W
MLF3,YNL074C
MKS1,YNL076W
APJ1,YNL077W
NIS1,YNL078W
TPM1,YNL079C
EOS1,YNL080C
SWS2,YNL081C
PMS1,YNL082W
SAL1,YNL083W
END3,YNL084C
MKT1,YNL085W
YNL086W,YNL086W
TCB2,YNL087W
YNL089C,YNL089C
RHO2,YNL090W
NST1,YNL091W
YNL092W,YNL092W
YPT53,YNL093W
APP1,YNL094W
YNL095C,YNL095C
RPS7B,YNL096C
PHO23,YNL097C
RAS2,YNL098C
OCA1,YNL099C
AVT4,YNL101W
LEU4,YNL104C
YNL105W,YNL105W
INP52,YNL106C
YAF9,YNL107W
YNL108C,YNL108C
YNL109W,YNL109W
CYB5,YNL111C
YNL115C,YNL115C
DMA2,YNL116W
MLS1,YNL117W
